PLAYER,TEAM,GP,W,L,MIN,DIST. FEET,DIST. MILES,DIST. MILES OFF,DIST. MILES DEF,AVG SPEED,AVG SPEED OFF,AVG SPEED DEF,Ano
Luis Montero,DET,2,1,1,8,3142,0.6,0.3,0.3,4.53,4.46,4.61,2017
Lucas Nogueira,TOR,48,35,13,415,152203,28.8,15,13.8,4.18,4.39,3.98,2017
Luc Mbah a Moute,HOU,61,52,9,1564,556619,105.4,54.7,50.7,4.05,4.25,3.86,2017
Lou Williams,LAC,79,42,37,2589,918839,174,93.2,80.8,4.04,4.44,3.66,2017
Lorenzo Brown,TOR,14,9,5,139,54839,10.4,5.3,5,4.52,4.74,4.22,2017
Lonzo Ball,LAL,52,24,28,1780,681030,129,67.8,61.2,4.45,4.92,4.03,2017
London Perrantes,CLE,14,8,6,66,23756,4.5,2.6,1.9,4.11,4.51,3.67,2017
LeBron James,CLE,82,50,32,3026,1029601,195,103,92,3.88,4.1,3.65,2017
Lauri Markkanen,CHI,68,23,45,2020,790793,149.8,84.1,65.6,4.46,5.08,3.86,2017
Larry Nance Jr.,CLE,66,32,34,1421,561289,106.3,55.7,50.6,4.49,4.92,4.1,2017
Larry Drew II,NOP,10,6,4,70,28197,5.3,2.9,2.5,4.55,4.97,4.3,2017
Langston Galloway,DET,58,28,30,863,339896,64.4,34.4,30,4.49,4.86,4.14,2017
Lance Thomas,NYK,72,24,48,1328,530109,100.4,53,47.4,4.58,4.76,4.39,2017
Lance Stephenson,IND,82,48,34,1850,657671,124.6,65.6,59,4.06,4.23,3.89,2017
LaMarcus Aldridge,SAS,75,45,30,2509,904094,171.2,92,79.2,4.11,4.23,3.97,2017
Kyrie Irving,BOS,57,38,19,1834,678658,128.5,70.6,58,4.22,4.65,3.79,2017
Kyle Singler,OKC,11,5,6,36,13971,2.6,1.4,1.2,4.29,4.7,3.89,2017
Kyle O'Quinn,NYK,76,27,49,1362,492676,93.3,49.7,43.6,4.14,4.37,3.91,2017
Kyle Lowry,TOR,78,57,21,2510,923894,175,95.8,79.2,4.21,4.62,3.8,2017
Kyle Kuzma,LAL,77,34,43,2401,936754,177.4,94.7,82.8,4.52,5.05,4.03,2017
Kyle Korver,CLE,73,43,30,1574,612875,116.1,60.7,55.4,4.44,4.78,4.12,2017
Kyle Collinsworth,DAL,32,9,23,480,196622,37.2,19.8,17.5,4.67,4.89,4.47,2017
Kyle Anderson,SAS,74,41,33,1978,764432,144.8,79.7,65.1,4.41,4.69,4.1,2017
Kristaps Porzingis,NYK,48,22,26,1553,566107,107.2,58.5,48.7,4.15,4.49,3.81,2017
Kris Dunn,CHI,52,19,33,1525,599816,113.6,60.4,53.2,4.48,4.89,4.09,2017
Kosta Koufos,SAC,71,22,49,1391,528178,100,52.9,47.2,4.36,4.56,4.16,2017
Kobi Simmons,MEM,32,6,26,643,254405,48.2,26.1,22,4.54,4.78,4.26,2017
Klay Thompson,GSW,73,55,18,2504,961935,182.2,96.1,86.1,4.4,4.93,3.93,2017
Khris Middleton,MIL,81,44,37,2947,1054594,199.7,102.5,97.2,4.09,4.38,3.82,2017
Khem Birch,ORL,42,14,28,578,216295,41,21.9,19.1,4.32,4.54,4.09,2017
Kevon Looney,GSW,66,45,21,910,354734,67.2,35.5,31.7,4.46,4.75,4.18,2017
Kevin Love,CLE,59,37,22,1651,618837,117.2,61.7,55.5,4.27,4.46,4.09,2017
Kevin Durant,GSW,68,49,19,2325,824755,156.2,82.3,73.9,4.06,4.55,3.63,2017
Kentavious Caldwell-Pope,LAL,74,31,43,2458,923717,174.9,90.4,84.5,4.35,4.69,4.03,2017
Kent Bazemore,ATL,64,19,45,1759,691781,131,69.3,61.8,4.48,4.73,4.24,2017
Kenneth Faried,DEN,32,16,16,461,172393,32.7,17.7,14.9,4.28,4.52,4.01,2017
Kendrick Perkins,CLE,1,0,1,15,4639,0.9,0.4,0.4,3.73,3.51,3.13,2017
Kemba Walker,CHA,80,36,44,2736,1008887,191.1,106.5,84.6,4.2,4.66,3.73,2017
Kelly Oubre Jr.,WAS,81,43,38,2231,823468,156,81.4,74.6,4.23,4.39,4.07,2017
Kelly Olynyk,MIA,75,41,34,1751,663659,125.7,68.5,57.2,4.31,4.64,3.98,2017
Kay Felder,DET,16,6,10,140,57925,11,6,4.9,4.74,5.23,4.18,2017
Kawhi Leonard,SAS,9,5,4,210,81121,15.4,8.5,6.8,4.5,4.87,4.05,2017
Karl-Anthony Towns,MIN,82,47,35,2918,1044555,197.8,104.4,93.5,4.07,4.16,3.98,2017
Kadeem Allen,BOS,18,9,9,107,41186,7.8,4.4,3.4,4.38,4.83,3.9,2017
Jusuf Nurkic,POR,79,48,31,2088,775446,146.9,80.5,66.4,4.25,4.56,3.92,2017
Justise Winslow,MIA,67,32,35,1655,639187,121.1,64.8,56.2,4.4,4.63,4.14,2017
Justin Patton,MIN,1,0,1,4,1347,0.3,0.1,0.1,4.81,4.57,2.47,2017
Justin Jackson,SAC,68,21,47,1506,586501,111.1,59.8,51.2,4.47,4.8,4.13,2017
Justin Holiday,CHI,72,24,48,2265,896321,169.8,91.1,78.7,4.5,4.92,4.09,2017
Justin Anderson,PHI,37,27,10,515,194838,36.9,20,16.9,4.31,4.64,3.97,2017
Julyan Stone,CHA,23,10,13,175,63750,12.1,6.3,5.8,4.17,4.44,3.91,2017
Julius Randle,LAL,82,35,47,2190,782113,148.1,78.5,69.6,4.13,4.54,3.74,2017
Juancho Hernangomez,DEN,25,15,10,277,100095,19,10,8.9,4.43,4.65,4.17,2017
Jrue Holiday,NOP,81,47,34,2927,1130542,214.1,113.8,100.3,4.4,4.91,3.93,2017
Josh Smith,NOP,3,2,1,12,4271,0.8,0.4,0.4,4.06,4.36,3.8,2017
Josh Richardson,MIA,80,43,37,2657,1034785,196,106.4,89.6,4.43,4.72,4.12,2017
Josh McRoberts,DAL,2,2,0,6,2128,0.4,0.2,0.2,4.17,3.8,4.61,2017
Josh Magette,ATL,18,3,15,216,83105,15.7,8.8,7,4.51,5.04,4.04,2017
Josh Jackson,PHX,77,19,58,1959,771715,146.2,78.2,68,4.5,4.93,4.1,2017
Josh Huestis,OKC,68,43,25,968,373610,70.8,35.6,35.1,4.39,4.47,4.31,2017
Josh Hart,LAL,63,27,36,1461,563442,106.7,54.7,52,4.4,4.71,4.11,2017
Josh Gray,PHX,5,0,5,86,36705,7,3.9,3.1,4.88,5.25,4.48,2017
Jose Calderon,CLE,57,33,24,914,354287,67.1,35.5,31.6,4.42,4.64,4.2,2017
Jordan Mickey,MIA,23,15,8,284,109942,20.8,11.4,9.4,4.38,4.61,4.13,2017
Jordan Crawford,NOP,5,3,2,53,20645,3.9,2.2,1.7,4.33,4.8,3.85,2017
Jordan Clarkson,CLE,81,40,41,1887,740618,140.3,75.3,65,4.46,4.89,4.06,2017
Jordan Bell,GSW,57,43,14,809,313742,59.4,30.8,28.7,4.4,4.66,4.17,2017
Jonathon Simmons,ORL,69,21,48,2029,776446,147.1,77.5,69.6,4.38,4.66,4.11,2017
Jonathan Isaac,ORL,27,11,16,535,203621,38.6,20.8,17.8,4.39,4.71,4.08,2017
Jonathan Gibson,BOS,4,2,2,40,15478,2.9,1.5,1.4,4.37,4.59,4.17,2017
Jonas Valanciunas,TOR,77,56,21,1727,648043,122.7,66,56.7,4.28,4.55,4,2017
Jonas Jerebko,UTA,74,45,29,1133,441875,83.7,46,37.7,4.47,4.81,4.11,2017
Jon Leuer,DET,8,5,3,136,57609,10.9,6.1,4.8,4.78,5.24,4.3,2017
Johnny O'Bryant III,CHA,36,15,21,379,146948,27.8,15.4,12.5,4.42,4.7,4.15,2017
Johnathan Motley,DAL,11,1,10,176,62790,11.9,6.4,5.5,4.07,4.39,3.75,2017
John Wall,WAS,41,23,18,1410,459680,87.1,44.8,42.3,3.71,3.83,3.58,2017
John Holland,CLE,24,17,7,174,63400,12,6.5,5.5,4.13,4.29,3.95,2017
John Henson,MIL,75,39,36,1953,699877,132.6,66.6,65.9,4.11,4.31,3.92,2017
John Collins,ATL,73,21,52,1760,692430,131.1,71.3,59.8,4.47,4.84,4.1,2017
Joffrey Lauvergne,SAS,55,30,25,534,198483,37.6,20.1,17.4,4.24,4.52,3.94,2017
Joel Embiid,PHI,62,41,21,1882,667641,126.4,67.1,59.3,4.04,4.37,3.71,2017
Joel Bolomboy,MIL,6,3,3,38,14181,2.7,1.5,1.2,4.31,4.26,4.37,2017
Joe Young,IND,53,28,25,558,232580,44,22.5,21.5,4.77,4.77,4.77,2017
Joe Johnson,HOU,55,35,20,1205,430178,81.5,44.9,36.6,4.07,4.36,3.77,2017
Joe Ingles,UTA,82,48,34,2578,975619,184.8,101.3,83.5,4.33,4.61,4.04,2017
Joe Harris,BKN,77,26,51,1948,773906,146.6,82,64.6,4.53,4.95,4.1,2017
Jodie Meeks,WAS,77,41,36,1119,427427,81,43.5,37.4,4.42,4.7,4.12,2017
Joakim Noah,NYK,7,1,6,40,16041,3,1.6,1.4,4.5,4.87,4.14,2017
Jimmy Butler,MIN,59,37,22,2164,808730,153.2,82.4,70.8,4.26,4.4,4.1,2017
Jerryd Bayless,PHI,38,21,17,908,343130,65,34.3,30.7,4.29,4.57,4.02,2017
Jerian Grant,CHI,74,24,50,1686,643366,121.8,64.4,57.5,4.34,4.71,4,2017
Jeremy Lin,BKN,1,0,1,25,10502,2,1.1,0.9,4.8,5.02,4.54,2017
Jeremy Lamb,CHA,80,36,44,1967,762822,144.5,78.4,66.1,4.42,4.72,4.1,2017
Jeremy Evans,ATL,1,0,1,5,2087,0.4,0.2,0.2,4.5,4.51,4.48,2017
Jerami Grant,OKC,80,48,32,1625,624902,118.4,62.2,56.2,4.37,4.71,4.05,2017
Jeff Withey,DAL,10,2,8,39,14415,2.7,1.5,1.3,4.08,4.75,3.75,2017
Jeff Teague,MIN,70,41,29,2311,783642,148.4,79.9,68.5,3.86,4.03,3.68,2017
Jeff Green,CLE,78,47,31,1828,644518,122.1,62.5,59.6,4.01,4.18,3.86,2017
Jayson Tatum,BOS,77,50,27,2362,866553,164.1,87.8,76.3,4.18,4.46,3.89,2017
Jaylen Morris,ATL,6,2,4,98,35559,6.7,3.5,3.2,4.33,4.45,4.21,2017
Jaylen Brown,BOS,67,44,23,2050,789792,149.6,77.5,72.1,4.38,4.55,4.22,2017
Jawun Evans,LAC,48,24,24,778,322509,61.1,30.7,30.4,4.72,4.99,4.48,2017
Jason Terry,MIL,51,27,24,814,306790,58.1,29.5,28.6,4.34,4.53,4.17,2017
Jason Smith,WAS,33,15,18,285,110764,21,11.2,9.8,4.53,4.88,4.18,2017
Jarrett Jack,NYK,61,25,36,1513,569668,107.9,59.4,48.5,4.29,4.66,3.91,2017
Jarrett Allen,BKN,70,24,46,1401,548148,103.8,58.4,45.4,4.46,4.88,4.01,2017
Jarell Martin,MEM,73,21,52,1661,661261,125.2,68.1,57.2,4.56,4.87,4.25,2017
Jarell Eddie,CHI,3,1,2,9,3214,0.6,0.3,0.3,4.2,4.08,4.32,2017
Jared Dudley,PHX,48,7,41,686,252573,47.8,25.9,22,4.17,4.76,3.66,2017
Jamil Wilson,LAC,15,6,9,274,101466,19.2,10.2,9,4.21,4.78,3.71,2017
James Young,PHI,6,4,2,61,22209,4.2,2.2,2,4.14,4.34,3.94,2017
James Webb III,BKN,10,1,9,120,48339,9.2,5.1,4.1,4.62,5.24,4.02,2017
James Michael McAdoo,PHI,3,1,2,18,7601,1.4,0.8,0.6,4.69,5.36,4.02,2017
James Johnson,MIA,72,36,36,1912,716771,135.8,73.2,62.6,4.26,4.53,3.97,2017
James Harden,HOU,72,59,13,2551,825592,156.4,84.2,72.2,3.69,3.97,3.41,2017
James Ennis III,DET,72,25,47,1604,622039,117.8,62.8,55,4.42,4.65,4.19,2017
Jamel Artis,ORL,15,4,11,279,105575,20,10.8,9.2,4.47,4.85,4.08,2017
Jameer Nelson,DET,49,25,24,987,360712,68.3,37.2,31.1,4.16,4.57,3.76,2017
Jameel Warney,DAL,3,1,2,27,10006,1.9,1,0.9,4.28,4.36,4.19,2017
Jamal Murray,DEN,81,46,35,2565,1022049,193.6,107.9,85.7,4.6,5.14,4.07,2017
Jamal Crawford,MIN,80,45,35,1653,585438,110.9,60.2,50.7,4.03,4.21,3.83,2017
Jalen Jones,DAL,15,3,12,179,70445,13.3,7,6.3,4.47,4.78,4.16,2017
Jakob Poeltl,TOR,81,58,23,1507,616012,116.7,61.3,55.4,4.68,4.99,4.38,2017
Jake Layman,POR,35,22,13,160,64114,12.1,7.1,5.1,4.57,5,4.16,2017
Jahlil Okafor,BKN,28,7,21,353,130844,24.8,13.8,11,4.23,4.51,3.93,2017
Jae Crowder,UTA,80,52,28,2090,767671,145.4,76.1,69.3,4.22,4.42,4.02,2017
Jacob Wiley,BKN,4,1,3,32,12998,2.5,1.3,1.1,4.67,4.98,4.01,2017
Jacob Pullen,PHI,3,2,1,6,2213,0.4,0.2,0.2,3.95,4.27,3.67,2017
Jack Cooley,SAC,7,4,3,87,29858,5.7,3,2.6,4.06,3.98,4,2017
Jabari Parker,MIL,31,16,15,743,284868,54,28.3,25.6,4.42,4.75,4.08,2017
Jabari Bird,BOS,13,8,5,115,43887,8.3,4.4,3.9,4.4,4.53,4.26,2017
JaVale McGee,GSW,65,45,20,615,229569,43.5,22.2,21.2,4.31,4.56,4.05,2017
JaMychal Green,MEM,55,11,44,1542,574231,108.8,57.7,51.1,4.27,4.43,4.1,2017
JaKarr Sampson,SAC,22,6,16,344,133757,25.3,13.6,11.7,4.41,4.69,4.13,2017
JR Smith,CLE,80,49,31,2244,812078,153.8,80.1,73.7,4.12,4.26,3.97,2017
JJ Redick,PHI,69,45,24,2086,845348,160.1,87,73.1,4.61,5.16,4.08,2017
J.J. Barea,DAL,69,23,46,1603,609030,115.3,66.2,49.2,4.32,4.78,3.83,2017
Ivica Zubac,LAL,43,19,24,410,154142,29.2,15.4,13.8,4.38,4.9,3.92,2017
Ivan Rabb,MEM,36,6,30,516,196732,37.3,19.9,17.4,4.36,4.56,4.14,2017
Ish Smith,DET,82,39,43,2043,871242,165,93.3,71.7,4.88,5.56,4.21,2017
Isaiah Whitehead,BKN,15,2,13,163,62157,11.8,6.4,5.3,4.36,4.78,3.88,2017
Isaiah Thomas,LAL,32,15,17,862,310523,58.8,32,26.8,4.25,4.67,3.84,2017
Isaiah Taylor,ATL,67,18,49,1167,461316,87.4,48,39.4,4.5,4.94,4.06,2017
Isaiah Hicks,NYK,18,4,14,239,93721,17.8,9.3,8.4,4.46,4.71,4.17,2017
Isaiah Canaan,PHX,20,9,11,422,160630,30.4,16.2,14.3,4.34,4.58,4.12,2017
Iman Shumpert,SAC,14,9,5,276,109740,20.8,10.6,10.2,4.55,4.69,4.4,2017
Ike Anigbogu,IND,11,5,6,30,10681,2,1.2,0.9,4.03,4.49,3.93,2017
Ian Mahinmi,WAS,77,42,35,1145,428125,81.1,42.7,38.4,4.25,4.43,4.08,2017
Ian Clark,NOP,74,43,31,1454,559858,106,55.9,50.2,4.43,4.83,4.06,2017
Henry Ellenson,DET,38,21,17,329,139091,26.3,14.7,11.7,4.85,5.55,4.22,2017
Hassan Whiteside,MIA,54,30,24,1364,479080,90.7,48,42.8,3.99,4.07,3.92,2017
Harrison Barnes,DAL,77,24,53,2634,1015144,192.3,106.8,85.5,4.39,4.71,4.05,2017
Guerschon Yabusele,BOS,32,23,9,233,91191,17.3,9.7,7.6,4.43,4.7,4.12,2017
Greg Monroe,BOS,50,21,29,1024,360278,68.2,35.9,32.3,4.01,4.11,3.91,2017
Gorgui Dieng,MIN,79,45,34,1333,499928,94.7,51.2,43.5,4.27,4.45,4.08,2017
Gordon Hayward,BOS,1,0,1,5,2227,0.4,0.2,0.2,4.62,4.62,4.61,2017
Goran Dragic,MIA,74,38,36,2349,936106,177.3,97.7,79.6,4.53,4.91,4.13,2017
Glenn Robinson III,IND,23,14,9,338,134232,25.4,13.7,11.7,4.57,4.81,4.31,2017
Giannis Antetokounmpo,MIL,74,39,35,2715,983626,186.3,98.5,87.8,4.15,4.61,3.74,2017
Gian Clavell,DAL,7,0,7,64,25015,4.7,2.4,2.3,4.46,4.87,4.1,2017
Gerald Green,HOU,41,33,8,929,343657,65.1,33.9,31.2,4.21,4.35,4.08,2017
Georgios Papagiannis,POR,17,3,14,122,45783,8.7,4.7,4,4.3,4.7,3.91,2017
Georges Niang,UTA,9,9,0,32,12243,2.3,1.2,1.1,4.55,4.73,4.37,2017
George Hill,CLE,67,28,39,1812,680445,128.9,70.2,58.7,4.28,4.51,4.02,2017
Gary Payton II,LAL,23,10,13,221,94195,17.8,8.9,8.9,4.84,5.21,4.52,2017
Gary Harris,DEN,67,37,30,2305,841802,159.4,84.5,75,4.23,4.48,3.99,2017
Garrett Temple,SAC,65,23,42,1615,613781,116.2,63.3,53,4.35,4.61,4.09,2017
Furkan Korkmaz,PHI,14,11,3,80,32600,6.2,3.5,2.7,4.68,4.89,4.44,2017
Fred VanVleet,TOR,75,54,21,1498,616209,116.7,62.2,54.5,4.69,5.09,4.3,2017
Frank Ntilikina,NYK,77,27,50,1693,641087,121.4,65,56.4,4.36,4.66,4.06,2017
Frank Mason,SAC,52,17,35,984,355880,67.4,35.9,31.5,4.16,4.41,3.92,2017
Frank Kaminsky,CHA,79,35,44,1835,697636,132.1,75.3,56.9,4.33,4.85,3.8,2017
Evan Turner,POR,79,48,31,2034,751515,142.3,76.8,65.5,4.21,4.4,4.01,2017
Evan Fournier,ORL,57,20,37,1837,710203,134.5,71.6,62.9,4.4,4.8,4.02,2017
Ersan Ilyasova,PHI,69,36,33,1730,654337,123.9,66.8,57.1,4.31,4.71,3.92,2017
Erik McCree,UTA,4,4,0,8,2154,0.4,0.2,0.2,3.49,3.84,3.19,2017
Eric Moreland,DET,67,32,35,805,312542,59.2,30.9,28.3,4.43,4.59,4.27,2017
Eric Gordon,HOU,69,55,14,2154,742137,140.6,73.7,66.9,3.94,4.23,3.66,2017
Eric Bledsoe,MIL,74,40,34,2322,870521,164.9,86.2,78.7,4.29,4.69,3.92,2017
Enes Kanter,NYK,70,26,44,1807,681357,129,68,61,4.3,4.45,4.15,2017
Emmanuel Mudiay,NYK,64,29,35,1244,491400,93.1,52.6,40.5,4.54,5.07,4,2017
Emeka Okafor,NOP,26,16,10,353,129926,24.6,12.7,11.9,4.17,4.49,3.88,2017
Elfrid Payton,PHX,63,13,50,1808,711390,134.7,70.8,64,4.48,4.89,4.11,2017
Ekpe Udoh,UTA,63,36,27,810,299422,56.7,29.9,26.8,4.23,4.4,4.05,2017
Edmond Sumner,IND,1,0,1,2,846,0.2,0.1,0.1,5.54,5.93,5.2,2017
Ed Davis,POR,78,48,30,1471,554867,105.1,57.7,47.4,4.3,4.52,4.06,2017
E'Twaun Moore,NOP,81,48,33,2554,1003816,190.1,98.9,91.2,4.49,4.88,4.13,2017
Dwyane Wade,MIA,67,37,30,1536,560954,106.2,57.4,48.9,4.16,4.54,3.79,2017
Dwight Powell,DAL,79,23,56,1672,653681,123.8,67.8,56,4.45,4.77,4.12,2017
Dwight Howard,CHA,81,35,46,2463,877155,166.1,90.2,75.9,4.06,4.38,3.73,2017
Dwight Buycks,DET,29,10,19,427,168327,31.9,17.6,14.3,4.5,4.98,4.01,2017
Dwayne Bacon,CHA,53,25,28,713,267724,50.7,27,23.7,4.29,4.52,4.06,2017
Draymond Green,GSW,70,48,22,2287,801586,151.8,78.2,73.6,4.02,4.44,3.66,2017
Dragan Bender,PHX,82,21,61,2069,789875,149.6,82.8,66.8,4.35,4.86,3.84,2017
Doug McDermott,DAL,80,29,51,1736,718293,136,74.1,62,4.72,5.1,4.34,2017
Dorian Finney-Smith,DAL,21,4,17,448,174214,33,17.7,15.3,4.44,4.62,4.24,2017
Donovan Mitchell,UTA,79,46,33,2638,974063,184.5,101.8,82.7,4.22,4.56,3.87,2017
Domantas Sabonis,IND,74,45,29,1810,692419,131.1,69.4,61.7,4.38,4.71,4.06,2017
Dirk Nowitzki,DAL,77,24,53,1900,599692,113.6,62.1,51.5,3.6,3.8,3.39,2017
Dion Waiters,MIA,29,15,14,893,328674,62.2,34.9,27.4,4.19,4.55,3.81,2017
Dillon Brooks,MEM,82,22,60,2350,891221,168.8,88.5,80.3,4.35,4.49,4.2,2017
Deyonta Davis,MEM,62,16,46,943,356395,67.5,36,31.5,4.33,4.61,4.05,2017
Dewayne Dedmon,ATL,61,18,43,1520,570421,108,58.9,49.1,4.29,4.65,3.92,2017
Devin Robinson,WAS,1,0,1,13,5224,1,0.5,0.4,4.57,4.16,4.04,2017
Devin Harris,DEN,71,33,38,1340,486265,92.1,51.5,40.6,4.19,4.58,3.78,2017
Devin Booker,PHX,54,16,38,1865,702092,133,73.2,59.8,4.3,4.73,3.86,2017
Derrick Williams,LAL,2,1,1,9,3067,0.6,0.3,0.3,4.3,4.71,3.96,2017
Derrick White,SAS,17,7,10,139,56283,10.7,5.8,4.8,4.54,5.02,4,2017
Derrick Walton Jr.,MIA,16,8,8,147,56459,10.7,6,4.7,4.36,4.64,4.05,2017
Derrick Rose,MIN,25,15,10,419,165481,31.3,16.2,15.1,4.49,4.81,4.18,2017
Derrick Jones Jr.,MIA,20,9,11,245,94383,17.9,9.3,8.5,4.35,4.44,4.2,2017
Derrick Favors,UTA,77,46,31,2153,820976,155.5,84.4,71.1,4.37,4.58,4.13,2017
Denzel Valentine,CHI,77,26,51,2095,839991,159.1,85.2,73.8,4.59,5.08,4.12,2017
Dennis Smith Jr.,DAL,69,22,47,2049,784241,148.5,82.8,65.7,4.37,4.72,4.01,2017
Dennis Schroder,ATL,66,21,45,2041,803043,152.1,83.5,68.6,4.47,4.87,4.07,2017
Demetrius Jackson,PHI,15,12,3,80,33239,6.3,3.4,2.9,4.71,5.04,4.37,2017
Delon Wright,TOR,68,48,20,1423,574074,108.7,58.5,50.2,4.61,4.97,4.25,2017
Dejounte Murray,SAS,81,47,34,1743,745191,141.1,77.9,63.2,4.87,5.27,4.46,2017
DeMarre Carroll,BKN,71,24,47,2122,765146,144.9,77.3,67.7,4.11,4.26,3.95,2017
DeMarcus Cousins,NOP,48,27,21,1737,549086,104,53.4,50.6,3.6,3.77,3.44,2017
DeMar DeRozan,TOR,80,57,23,2712,1009881,191.3,106.6,84.6,4.24,4.71,3.77,2017
DeAndre' Bembry,ATL,25,8,17,454,173428,32.8,17.1,15.8,4.37,4.63,4.15,2017
DeAndre Liggins,NOP,57,34,23,708,270894,51.3,25.1,26.2,4.46,4.41,4.51,2017
DeAndre Jordan,LAC,77,39,38,2423,831224,157.4,82.7,74.7,3.9,4.07,3.73,2017
De'Aaron Fox,SAC,73,24,49,2026,794844,150.5,81.6,68.9,4.47,4.84,4.09,2017
Davon Reed,PHX,21,2,19,242,98876,18.7,10.4,8.4,4.61,5.26,4.04,2017
Davis Bertans,SAS,77,43,34,1086,441925,83.7,47.7,36,4.64,5.32,3.97,2017
David West,GSW,73,52,21,999,335126,63.5,32.5,30.9,3.83,4.01,3.64,2017
David Stockton,UTA,3,3,0,9,3644,0.7,0.4,0.3,4.52,4.46,4.61,2017
David Nwaba,CHI,70,26,44,1646,672308,127.3,65.1,62.2,4.65,4.95,4.38,2017
Darrun Hilliard,SAS,14,8,6,95,36156,6.8,3.8,3.1,4.3,4.8,3.92,2017
Darren Collison,IND,69,39,30,2018,757963,143.6,75,68.6,4.29,4.53,4.07,2017
Darrell Arthur,DEN,19,12,7,141,51139,9.7,5.2,4.5,4.2,4.42,3.96,2017
Darius Miller,NOP,81,48,33,1923,679579,128.7,67.7,61,4.05,4.41,3.71,2017
Dario Saric,PHI,77,49,28,2276,886140,167.8,89.7,78.1,4.43,4.88,4,2017
Danuel House Jr.,PHX,23,6,17,403,161067,30.5,16.9,13.6,4.56,5,4.11,2017
Dante Exum,UTA,14,10,4,235,96393,18.3,9.7,8.6,4.7,5.24,4.21,2017
Dante Cunningham,BKN,73,34,39,1562,637071,120.7,65.4,55.3,4.64,5.04,4.24,2017
Danny Green,SAS,70,40,30,1791,725721,137.4,76.8,60.6,4.62,4.93,4.28,2017
Danilo Gallinari,LAC,21,11,10,671,247542,46.9,25.7,21.2,4.21,4.58,3.84,2017
Daniel Theis,BOS,60,41,19,894,336306,63.7,33.4,30.3,4.29,4.45,4.12,2017
Daniel Hamilton,OKC,6,5,1,28,10574,2,1.1,0.9,4.31,4.53,4.08,2017
Damyean Dotson,NYK,44,11,33,474,191377,36.2,19.4,16.9,4.59,4.99,4.24,2017
Damion Lee,ATL,15,4,11,404,168051,31.8,17.3,14.5,4.72,4.99,4.43,2017
Damien Wilkins,IND,19,10,9,152,55403,10.5,5.5,4.9,4.15,4.2,4.01,2017
Damian Lillard,POR,73,44,29,2670,973502,184.4,103.5,80.9,4.16,4.52,3.77,2017
Damian Jones,GSW,15,7,8,89,33555,6.4,3.3,3,4.35,4.4,4.15,2017
Dakari Johnson,OKC,30,21,9,148,52801,10,5.1,4.9,4.09,4.28,3.91,2017
D.J. Wilson,MIL,22,12,10,71,27347,5.2,2.7,2.4,4.4,4.49,4.13,2017
D.J. Augustin,ORL,75,23,52,1760,666491,126.2,70.6,55.6,4.35,4.74,3.94,2017
D'Angelo Russell,BKN,48,16,32,1234,459972,87.1,47.5,39.6,4.24,4.52,3.95,2017
Cristiano Felicio,CHI,55,13,42,977,383837,72.7,37.3,35.4,4.49,4.77,4.24,2017
Courtney Lee,NYK,75,26,49,2278,866785,164.2,86.7,77.4,4.33,4.48,4.18,2017
Cory Joseph,IND,82,48,34,2210,897727,170,89.2,80.8,4.64,4.86,4.43,2017
Corey Brewer,OKC,72,32,40,1209,468478,88.7,43.8,44.9,4.4,4.52,4.29,2017
Cole Aldrich,MIN,21,14,7,49,17716,3.4,1.9,1.5,4.17,4.6,3.72,2017
Cody Zeller,CHA,33,14,19,627,239791,45.4,24.7,20.8,4.36,4.7,4.04,2017
Clint Capela,HOU,74,62,12,2034,755110,143,76.8,66.3,4.23,4.53,3.94,2017
Chris Paul,HOU,58,50,8,1847,625154,118.4,65.1,53.3,3.86,4.21,3.51,2017
Chris McCullough,WAS,19,11,8,90,36316,6.9,3.9,3,4.64,5.12,4.13,2017
Chris Boucher,GSW,1,1,0,1,445,0.1,0.1,0,4.54,6.51,0,2017
Chinanu Onuaku,HOU,1,0,1,22,7463,1.4,0.7,0.7,3.64,3.9,3.41,2017
Cheick Diallo,NOP,51,29,22,567,218710,41.4,22.2,19.2,4.52,5.01,4.06,2017
Charles Cooke,NOP,12,8,4,36,13930,2.6,1.4,1.2,4.34,4.47,4.2,2017
Channing Frye,LAL,53,28,25,695,244887,46.4,24.4,22,4,4.36,3.67,2017
Chandler Parsons,MEM,36,12,24,691,253576,48,26.4,21.7,4.18,4.53,3.84,2017
Cedi Osman,CLE,61,35,26,672,264987,50.2,25.8,24.4,4.49,4.64,4.33,2017
Carmelo Anthony,OKC,76,46,30,2432,805924,152.6,80.2,72.4,3.77,4.11,3.45,2017
Caris LeVert,BKN,69,24,45,1802,686377,130,70.6,59.4,4.34,4.61,4.07,2017
Cameron Payne,CHI,25,7,18,582,219970,41.7,22.2,19.4,4.36,4.88,3.87,2017
Caleb Swanigan,POR,27,16,11,189,71478,13.5,7.3,6.2,4.3,4.42,4.16,2017
CJ Miles,TOR,69,49,20,1318,478672,90.7,49,41.7,4.17,4.54,3.79,2017
CJ McCollum,POR,81,48,33,2924,1153367,218.4,123.1,95.3,4.5,4.95,4.03,2017
C.J. Williams,LAC,38,17,21,707,279142,52.9,27.7,25.2,4.49,4.8,4.19,2017
Buddy Hield,SAC,80,27,53,2024,824774,156.2,83.8,72.4,4.66,4.99,4.33,2017
Bryn Forbes,SAS,80,46,34,1517,589694,111.7,60.7,51,4.43,4.74,4.11,2017
